date,published_at,source,url,canonical_theme,raw_theme,observed_context,evidence_tier,trade_effective_date,catalyst_text
2026-07-03,2026-07-03T18:17:56+08:00,每日经济新闻,https://www.nbd.com.cn/articles/2026-07-03/4451747.html,医药,创新药,修复但结构分化，机器人等低位方向突出，AI硬件高位方向继续分化,E1_timestamped,2026-07-06,
2026-07-03,2026-07-03T18:17:56+08:00,每日经济新闻,https://www.nbd.com.cn/articles/2026-07-03/4451747.html,半导体,半导体设备,修复但结构分化，机器人等低位方向突出，AI硬件高位方向继续分化,E1_timestamped,2026-07-06,
2026-07-03,2026-07-03T18:17:56+08:00,每日经济新闻,https://www.nbd.com.cn/articles/2026-07-03/4451747.html,半导体,芯片,修复但结构分化，机器人等低位方向突出，AI硬件高位方向继续分化,E1_timestamped,2026-07-06,
2026-07-06,2026-07-06T17:20:00+08:00,淘股吧原创主线复盘,https://www.tgb.cn/a/2tddHsghAiQ-1,算力硬件,算力,高位机器人退潮，资金向国产算力/液冷/半导体等分支切换，整体亏钱效应偏强,E1_timestamped,2026-07-07,
2026-07-06,2026-07-06T17:20:00+08:00,淘股吧原创主线复盘,https://www.tgb.cn/a/2tddHsghAiQ-1,算力硬件,液冷,高位机器人退潮，资金向国产算力/液冷/半导体等分支切换，整体亏钱效应偏强,E1_timestamped,2026-07-07,
2026-07-06,2026-07-06T17:20:00+08:00,淘股吧原创主线复盘,https://www.tgb.cn/a/2tddHsghAiQ-1,半导体,半导体,高位机器人退潮，资金向国产算力/液冷/半导体等分支切换，整体亏钱效应偏强,E1_timestamped,2026-07-07,
2026-07-06,2026-07-06T17:20:00+08:00,淘股吧原创主线复盘,https://www.tgb.cn/a/2tddHsghAiQ-1,机器人,机器人,高位机器人退潮，资金向国产算力/液冷/半导体等分支切换，整体亏钱效应偏强,E1_timestamped,2026-07-07,
2026-07-06,2026-07-06T17:20:00+08:00,淘股吧原创主线复盘,https://www.tgb.cn/a/2tddHsghAiQ-1,医药,医药,高位机器人退潮，资金向国产算力/液冷/半导体等分支切换，整体亏钱效应偏强,E1_timestamped,2026-07-07,
2026-07-07,2026-07-07T17:28:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607073796825484.html,半导体,半导体,全市场仅30余股涨停，资金逆势抱团半导体设备，市场广度极弱,E1_timestamped,2026-07-08,
2026-07-07,2026-07-07T17:28:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607073796825484.html,游戏影视,游戏,全市场仅30余股涨停，资金逆势抱团半导体设备，市场广度极弱,E1_timestamped,2026-07-08,
2026-07-07,2026-07-07T17:28:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607073796825484.html,游戏影视,影视,全市场仅30余股涨停，资金逆势抱团半导体设备，市场广度极弱,E1_timestamped,2026-07-08,
2026-07-07,2026-07-07T17:28:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607073796825484.html,工程机械,工程机械,全市场仅30余股涨停，资金逆势抱团半导体设备，市场广度极弱,E1_timestamped,2026-07-08,
2026-07-07,2026-07-07T17:28:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607073796825484.html,培育钻石,培育钻石,全市场仅30余股涨停，资金逆势抱团半导体设备，市场广度极弱,E1_timestamped,2026-07-08,
2026-07-08,2026-07-08T15:22:19+08:00,同花顺收评,https://news.10jqka.com.cn/20260708/c678035133.shtml,半导体,半导体,市场反抽失利，半导体和算力局部轮动，机器人与锂矿显著承压,E1_timestamped,2026-07-09,
2026-07-08,2026-07-08T15:22:19+08:00,同花顺收评,https://news.10jqka.com.cn/20260708/c678035133.shtml,算力硬件,算力,市场反抽失利，半导体和算力局部轮动，机器人与锂矿显著承压,E1_timestamped,2026-07-09,
2026-07-08,2026-07-08T15:22:19+08:00,同花顺收评,https://news.10jqka.com.cn/20260708/c678035133.shtml,信息安全,信息安全,市场反抽失利，半导体和算力局部轮动，机器人与锂矿显著承压,E1_timestamped,2026-07-09,
2026-07-08,2026-07-08T15:22:19+08:00,同花顺收评,https://news.10jqka.com.cn/20260708/c678035133.shtml,机器人,机器人,市场反抽失利，半导体和算力局部轮动，机器人与锂矿显著承压,E1_timestamped,2026-07-09,
2026-07-08,2026-07-08T15:22:19+08:00,同花顺收评,https://news.10jqka.com.cn/20260708/c678035133.shtml,资源有色,锂矿,市场反抽失利，半导体和算力局部轮动，机器人与锂矿显著承压,E1_timestamped,2026-07-09,
2026-07-09,2026-07-09T17:30:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2421756,半导体,半导体,科创50大涨，半导体与算力硬件全线修复，科技成长成为当日核心赚钱效应,E1_timestamped,2026-07-10,
2026-07-09,2026-07-09T17:30:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2421756,算力硬件,算力硬件,科创50大涨，半导体与算力硬件全线修复，科技成长成为当日核心赚钱效应,E1_timestamped,2026-07-10,
2026-07-09,2026-07-09T17:30:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2421756,算力硬件,CPO,科创50大涨，半导体与算力硬件全线修复，科技成长成为当日核心赚钱效应,E1_timestamped,2026-07-10,
2026-07-09,2026-07-09T17:30:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2421756,PCB,PCB,科创50大涨，半导体与算力硬件全线修复，科技成长成为当日核心赚钱效应,E1_timestamped,2026-07-10,
2026-07-09,2026-07-09T17:30:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2421756,存储芯片,存储芯片,科创50大涨，半导体与算力硬件全线修复，科技成长成为当日核心赚钱效应,E1_timestamped,2026-07-10,
2026-07-10,2026-07-10T19:41:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260710194100376868350,商业航天,商业航天,商业航天午后因火箭回收事件形成强事件主线，医药承接，前一日半导体明显分化,E1_timestamped,2026-07-13,
2026-07-10,2026-07-10T19:41:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260710194100376868350,医药,创新药,商业航天午后因火箭回收事件形成强事件主线，医药承接，前一日半导体明显分化,E1_timestamped,2026-07-13,
2026-07-10,2026-07-10T19:41:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260710194100376868350,机器人,机器人,商业航天午后因火箭回收事件形成强事件主线，医药承接，前一日半导体明显分化,E1_timestamped,2026-07-13,
2026-07-10,2026-07-10T19:41:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260710194100376868350,电力电网,电网设备,商业航天午后因火箭回收事件形成强事件主线，医药承接，前一日半导体明显分化,E1_timestamped,2026-07-13,
2026-07-10,2026-07-10T19:41:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260710194100376868350,半导体,半导体,商业航天午后因火箭回收事件形成强事件主线，医药承接，前一日半导体明显分化,E1_timestamped,2026-07-13,
2026-07-10,2026-07-10T19:41:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260710194100376868350,AI应用,AI应用,商业航天午后因火箭回收事件形成强事件主线，医药承接，前一日半导体明显分化,E1_timestamped,2026-07-13,
2026-07-10,2026-07-10T19:41:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260710194100376868350,算力硬件,算力,商业航天午后因火箭回收事件形成强事件主线，医药承接，前一日半导体明显分化,E1_timestamped,2026-07-13,
2026-07-13,2026-07-13T18:03:00+08:00,雪球复盘记录,https://xueqiu.com/5562476217/399891812,医药,中药,全市场普跌且大量跌停，前期科技与商业航天高位方向集中负反馈，医药逆势防御,E1_timestamped,2026-07-14,
2026-07-13,2026-07-13T18:03:00+08:00,雪球复盘记录,https://xueqiu.com/5562476217/399891812,医药,创新药,全市场普跌且大量跌停，前期科技与商业航天高位方向集中负反馈，医药逆势防御,E1_timestamped,2026-07-14,
2026-07-13,2026-07-13T18:03:00+08:00,雪球复盘记录,https://xueqiu.com/5562476217/399891812,存储芯片,存储芯片,全市场普跌且大量跌停，前期科技与商业航天高位方向集中负反馈，医药逆势防御,E1_timestamped,2026-07-14,
2026-07-13,2026-07-13T18:03:00+08:00,雪球复盘记录,https://xueqiu.com/5562476217/399891812,商业航天,商业航天,全市场普跌且大量跌停，前期科技与商业航天高位方向集中负反馈，医药逆势防御,E1_timestamped,2026-07-14,
2026-07-13,2026-07-13T18:03:00+08:00,雪球复盘记录,https://xueqiu.com/5562476217/399891812,算力硬件,算力,全市场普跌且大量跌停，前期科技与商业航天高位方向集中负反馈，医药逆势防御,E1_timestamped,2026-07-14,
2026-07-14,2026-07-14T17:28:00+08:00,财联社/新浪财经转载,https://finance.sina.com.cn/roll/2026-07-14/doc-inihunry8436133.shtml,PCB,PCB,极端冰点后探底回升，PCB、有色、油气与CPO修复，连板投机情绪仍弱,E1_timestamped,2026-07-15,
2026-07-14,2026-07-14T17:28:00+08:00,财联社/新浪财经转载,https://finance.sina.com.cn/roll/2026-07-14/doc-inihunry8436133.shtml,资源有色,有色金属,极端冰点后探底回升，PCB、有色、油气与CPO修复，连板投机情绪仍弱,E1_timestamped,2026-07-15,
2026-07-14,2026-07-14T17:28:00+08:00,财联社/新浪财经转载,https://finance.sina.com.cn/roll/2026-07-14/doc-inihunry8436133.shtml,油气,油气,极端冰点后探底回升，PCB、有色、油气与CPO修复，连板投机情绪仍弱,E1_timestamped,2026-07-15,
2026-07-14,2026-07-14T17:28:00+08:00,财联社/新浪财经转载,https://finance.sina.com.cn/roll/2026-07-14/doc-inihunry8436133.shtml,算力硬件,CPO,极端冰点后探底回升，PCB、有色、油气与CPO修复，连板投机情绪仍弱,E1_timestamped,2026-07-15,
2026-07-14,2026-07-14T17:28:00+08:00,财联社/新浪财经转载,https://finance.sina.com.cn/roll/2026-07-14/doc-inihunry8436133.shtml,游戏影视,游戏,极端冰点后探底回升，PCB、有色、油气与CPO修复，连板投机情绪仍弱,E1_timestamped,2026-07-15,
2026-07-14,2026-07-14T17:28:00+08:00,财联社/新浪财经转载,https://finance.sina.com.cn/roll/2026-07-14/doc-inihunry8436133.shtml,AI应用,AI应用,极端冰点后探底回升，PCB、有色、油气与CPO修复，连板投机情绪仍弱,E1_timestamped,2026-07-15,
2026-07-15,2026-07-15T19:26:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/134,医药,创新药,指数弱势分化，高低切换明显，医药为清晰进攻/防御交集，半导体和存储链负反馈,E1_timestamped,2026-07-16,
2026-07-15,2026-07-15T19:26:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/134,医药,CXO,指数弱势分化，高低切换明显，医药为清晰进攻/防御交集，半导体和存储链负反馈,E1_timestamped,2026-07-16,
2026-07-15,2026-07-15T19:26:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/134,医药,医药,指数弱势分化，高低切换明显，医药为清晰进攻/防御交集，半导体和存储链负反馈,E1_timestamped,2026-07-16,
2026-07-15,2026-07-15T19:26:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/134,消费,消费,指数弱势分化，高低切换明显，医药为清晰进攻/防御交集，半导体和存储链负反馈,E1_timestamped,2026-07-16,
2026-07-15,2026-07-15T19:26:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/134,金融,大金融,指数弱势分化，高低切换明显，医药为清晰进攻/防御交集，半导体和存储链负反馈,E1_timestamped,2026-07-16,
2026-07-15,2026-07-15T19:26:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/134,半导体,半导体,指数弱势分化，高低切换明显，医药为清晰进攻/防御交集，半导体和存储链负反馈,E1_timestamped,2026-07-16,
2026-07-15,2026-07-15T19:26:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/134,存储芯片,存储芯片,指数弱势分化，高低切换明显，医药为清晰进攻/防御交集，半导体和存储链负反馈,E1_timestamped,2026-07-16,
2026-07-16,2026-07-16T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2428544,医药,医药,医药保持活跃，科技成长持续低迷，市场连板晋级率较低,E1_timestamped,2026-07-17,
2026-07-16,2026-07-16T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2428544,医药,中药,医药保持活跃，科技成长持续低迷，市场连板晋级率较低,E1_timestamped,2026-07-17,
2026-07-16,2026-07-16T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2428544,游戏影视,影视,医药保持活跃，科技成长持续低迷，市场连板晋级率较低,E1_timestamped,2026-07-17,
2026-07-16,2026-07-16T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2428544,地产,房地产,医药保持活跃，科技成长持续低迷，市场连板晋级率较低,E1_timestamped,2026-07-17,
2026-07-16,2026-07-16T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2428544,农业,养殖,医药保持活跃，科技成长持续低迷，市场连板晋级率较低,E1_timestamped,2026-07-17,
2026-07-16,2026-07-16T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2428544,半导体,半导体,医药保持活跃，科技成长持续低迷，市场连板晋级率较低,E1_timestamped,2026-07-17,
2026-07-16,2026-07-16T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2428544,算力硬件,算力硬件,医药保持活跃，科技成长持续低迷，市场连板晋级率较低,E1_timestamped,2026-07-17,
2026-07-17,2026-07-17T17:29:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2429653?os=android&sv=835&tab=,电力电网,电力,系统性下跌，科技与医药出现显著亏钱效应，电力及高股息方向逆势活跃,E1_timestamped,2026-07-20,
2026-07-17,2026-07-17T17:29:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2429653?os=android&sv=835&tab=,油气,油气,系统性下跌，科技与医药出现显著亏钱效应，电力及高股息方向逆势活跃,E1_timestamped,2026-07-20,
2026-07-17,2026-07-17T17:29:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2429653?os=android&sv=835&tab=,金融,银行,系统性下跌，科技与医药出现显著亏钱效应，电力及高股息方向逆势活跃,E1_timestamped,2026-07-20,
2026-07-17,2026-07-17T17:29:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2429653?os=android&sv=835&tab=,高速公路,高速公路,系统性下跌，科技与医药出现显著亏钱效应，电力及高股息方向逆势活跃,E1_timestamped,2026-07-20,
2026-07-17,2026-07-17T17:29:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2429653?os=android&sv=835&tab=,算力硬件,CPO,系统性下跌，科技与医药出现显著亏钱效应，电力及高股息方向逆势活跃,E1_timestamped,2026-07-20,
2026-07-17,2026-07-17T17:29:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2429653?os=android&sv=835&tab=,PCB,PCB,系统性下跌，科技与医药出现显著亏钱效应，电力及高股息方向逆势活跃,E1_timestamped,2026-07-20,
2026-07-17,2026-07-17T17:29:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2429653?os=android&sv=835&tab=,医药,创新药,系统性下跌，科技与医药出现显著亏钱效应，电力及高股息方向逆势活跃,E1_timestamped,2026-07-20,
2026-07-17,2026-07-17T17:29:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2429653?os=android&sv=835&tab=,存储芯片,存储芯片,系统性下跌，科技与医药出现显著亏钱效应，电力及高股息方向逆势活跃,E1_timestamped,2026-07-20,
2026-07-20,2026-07-20T17:28:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2431452?app=&os=android&sv=875,油气,油气,短线情绪低迷且科技高位继续负反馈，资金抱团高股息、资源和电力,E1_timestamped,2026-07-21,
2026-07-20,2026-07-20T17:28:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2431452?app=&os=android&sv=875,资源有色,煤炭,短线情绪低迷且科技高位继续负反馈，资金抱团高股息、资源和电力,E1_timestamped,2026-07-21,
2026-07-20,2026-07-20T17:28:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2431452?app=&os=android&sv=875,消费,白酒,短线情绪低迷且科技高位继续负反馈，资金抱团高股息、资源和电力,E1_timestamped,2026-07-21,
2026-07-20,2026-07-20T17:28:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2431452?app=&os=android&sv=875,电力电网,电力,短线情绪低迷且科技高位继续负反馈，资金抱团高股息、资源和电力,E1_timestamped,2026-07-21,
2026-07-20,2026-07-20T17:28:00+08:00,财联社焦点复盘,https://api3.cls.cn/share/article/2431452?app=&os=android&sv=875,半导体,半导体,短线情绪低迷且科技高位继续负反馈，资金抱团高股息、资源和电力,E1_timestamped,2026-07-21,
2026-07-21,2026-07-21T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2432754,半导体,半导体,科技成长从恐慌中大幅修复，多只人气核心地天板，半导体/PCB/CPO共振,E1_timestamped,2026-07-22,
2026-07-21,2026-07-21T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2432754,存储芯片,存储芯片,科技成长从恐慌中大幅修复，多只人气核心地天板，半导体/PCB/CPO共振,E1_timestamped,2026-07-22,
2026-07-21,2026-07-21T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2432754,PCB,PCB,科技成长从恐慌中大幅修复，多只人气核心地天板，半导体/PCB/CPO共振,E1_timestamped,2026-07-22,
2026-07-21,2026-07-21T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2432754,算力硬件,CPO,科技成长从恐慌中大幅修复，多只人气核心地天板，半导体/PCB/CPO共振,E1_timestamped,2026-07-22,
2026-07-21,2026-07-21T17:29:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2432754,算力硬件,算力,科技成长从恐慌中大幅修复，多只人气核心地天板，半导体/PCB/CPO共振,E1_timestamped,2026-07-22,
2026-07-22,2026-07-22T17:23:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2434004,电力电网,电力,双创冲高回落，存储与PCB重新承压，电力和资源方向逆势延续,E1_timestamped,2026-07-23,
2026-07-22,2026-07-22T17:23:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2434004,资源有色,有色金属,双创冲高回落，存储与PCB重新承压，电力和资源方向逆势延续,E1_timestamped,2026-07-23,
2026-07-22,2026-07-22T17:23:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2434004,算力硬件,算力租赁,双创冲高回落，存储与PCB重新承压，电力和资源方向逆势延续,E1_timestamped,2026-07-23,
2026-07-22,2026-07-22T17:23:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2434004,存储芯片,存储芯片,双创冲高回落，存储与PCB重新承压，电力和资源方向逆势延续,E1_timestamped,2026-07-23,
2026-07-22,2026-07-22T17:23:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2434004,PCB,PCB,双创冲高回落，存储与PCB重新承压，电力和资源方向逆势延续,E1_timestamped,2026-07-23,
2026-07-23,2026-07-23T17:31:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2435218,电力电网,电力,缩量普涨中电网产业链大面积补涨，资源股延续，硬科技内部明显分化,E1_timestamped,2026-07-24,
2026-07-23,2026-07-23T17:31:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2435218,电力电网,电网设备,缩量普涨中电网产业链大面积补涨，资源股延续，硬科技内部明显分化,E1_timestamped,2026-07-24,
2026-07-23,2026-07-23T17:31:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2435218,资源有色,锂矿,缩量普涨中电网产业链大面积补涨，资源股延续，硬科技内部明显分化,E1_timestamped,2026-07-24,
2026-07-23,2026-07-23T17:31:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2435218,资源有色,有色金属,缩量普涨中电网产业链大面积补涨，资源股延续，硬科技内部明显分化,E1_timestamped,2026-07-24,
2026-07-23,2026-07-23T17:31:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2435218,油气,油气,缩量普涨中电网产业链大面积补涨，资源股延续，硬科技内部明显分化,E1_timestamped,2026-07-24,
2026-07-23,2026-07-23T17:31:00+08:00,财联社焦点复盘,https://www.cls.cn/detail/2435218,半导体,半导体,缩量普涨中电网产业链大面积补涨，资源股延续，硬科技内部明显分化,E1_timestamped,2026-07-24,
2026-07-24,2026-07-24T17:17:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607243820538520.html,军工,军工,市场缩量普跌，军工/油气/部分半导体设备相对强，前一日电力及资源出现明显分化,E1_timestamped,2026-07-27,
2026-07-24,2026-07-24T17:17:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607243820538520.html,电信服务,电信服务,市场缩量普跌，军工/油气/部分半导体设备相对强，前一日电力及资源出现明显分化,E1_timestamped,2026-07-27,
2026-07-24,2026-07-24T17:17:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607243820538520.html,油气,油气,市场缩量普跌，军工/油气/部分半导体设备相对强，前一日电力及资源出现明显分化,E1_timestamped,2026-07-27,
2026-07-24,2026-07-24T17:17:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607243820538520.html,半导体,半导体设备,市场缩量普跌，军工/油气/部分半导体设备相对强，前一日电力及资源出现明显分化,E1_timestamped,2026-07-27,
2026-07-24,2026-07-24T17:17:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607243820538520.html,资源有色,贵金属,市场缩量普跌，军工/油气/部分半导体设备相对强，前一日电力及资源出现明显分化,E1_timestamped,2026-07-27,
2026-07-24,2026-07-24T17:17:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607243820538520.html,算力硬件,算力租赁,市场缩量普跌，军工/油气/部分半导体设备相对强，前一日电力及资源出现明显分化,E1_timestamped,2026-07-27,
2026-07-24,2026-07-24T17:17:00+08:00,财联社/东方财富转载,https://finance.eastmoney.com/a/202607243820538520.html,资源有色,能源金属,市场缩量普跌，军工/油气/部分半导体设备相对强，前一日电力及资源出现明显分化,E1_timestamped,2026-07-27,
2026-07-27,2026-07-27T20:33:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260727203335169329070,半导体,半导体,全市场强修复，国产存储/半导体获得大资金关注，电网、机器人、PCB等形成强支线,E1_timestamped,2026-07-28,
2026-07-27,2026-07-27T20:33:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260727203335169329070,存储芯片,国产存储,全市场强修复，国产存储/半导体获得大资金关注，电网、机器人、PCB等形成强支线,E1_timestamped,2026-07-28,
2026-07-27,2026-07-27T20:33:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260727203335169329070,电力电网,电力,全市场强修复，国产存储/半导体获得大资金关注，电网、机器人、PCB等形成强支线,E1_timestamped,2026-07-28,
2026-07-27,2026-07-27T20:33:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260727203335169329070,电力电网,电网设备,全市场强修复，国产存储/半导体获得大资金关注，电网、机器人、PCB等形成强支线,E1_timestamped,2026-07-28,
2026-07-27,2026-07-27T20:33:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260727203335169329070,机器人,机器人,全市场强修复，国产存储/半导体获得大资金关注，电网、机器人、PCB等形成强支线,E1_timestamped,2026-07-28,
2026-07-27,2026-07-27T20:33:00+08:00,东方财富财富号复盘,https://caifuhao.eastmoney.com/news/20260727203335169329070,PCB,PCB,全市场强修复，国产存储/半导体获得大资金关注，电网、机器人、PCB等形成强支线,E1_timestamped,2026-07-28,
2026-07-28,2026-07-28T20:00:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/359,脑机接口,脑机接口,创业板与科创板大跌，科技高位大面积负反馈，脑机接口/光刻机等低位科技与银行白酒防御活跃,E1_timestamped,2026-07-29,
2026-07-28,2026-07-28T20:00:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/359,半导体,光刻机,创业板与科创板大跌，科技高位大面积负反馈，脑机接口/光刻机等低位科技与银行白酒防御活跃,E1_timestamped,2026-07-29,
2026-07-28,2026-07-28T20:00:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/359,半导体,半导体,创业板与科创板大跌，科技高位大面积负反馈，脑机接口/光刻机等低位科技与银行白酒防御活跃,E1_timestamped,2026-07-29,
2026-07-28,2026-07-28T20:00:00+08:00,新投研收盘复盘,https://www.xintouyan.com/archives/359,算力硬件,CPO,创业板与科创板大跌，科技高位大面积负反馈，脑机接口/光刻机等低位科技与银行白酒防御活跃,E1_timestamped,2026-07-29,
